transport_mode,km_per_month,flights_per_year,electricity_kwh,energy_source,heating_type,diet_type,food_source,food_waste_level,waste_kg,recycling,shopping_spend,co2_monthly_kg,emission_tier
bus,504.0,0,258.9,renewable,electric,omnivore,mixed,medium,25.7,most,114.5,300.26,low
motorbike,342.2,3,284.6,mixed,electric,meat_heavy,mixed,low,49.4,none,310.0,638.31,high
bus,373.8,0,319.6,mixed,gas,omnivore,mixed,low,23.8,most,91.2,364.1,low
car_petrol,550.8,0,240.5,renewable,electric,omnivore,mixed,medium,22.2,some,45.3,325.3,low
bus,800.7,6,323.6,renewable,electric,omnivore,local,high,25.7,most,27.9,427.58,moderate
bus,419.3,2,329.2,coal,gas,vegetarian,local,medium,25.8,some,54.4,451.89,moderate
car_diesel,301.4,2,193.8,mixed,gas,omnivore,mixed,medium,29.5,some,87.7,456.28,moderate
motorbike,740.0,1,166.2,mixed,oil,vegan,mixed,high,28.0,most,117.3,409.55,moderate
car_electric,491.2,1,93.3,mixed,gas,omnivore,local,low,22.8,some,19.5,319.11,low
car_electric,506.2,0,268.4,mixed,gas,omnivore,local,high,40.0,some,278.8,538.76,high
bus,271.3,0,220.1,mixed,electric,vegan,local,medium,43.0,some,89.0,258.72,low
cycle,252.7,1,326.0,renewable,electric,vegetarian,local,medium,39.6,some,141.2,227.64,low
bus,482.7,0,297.7,mixed,electric,vegetarian,mixed,medium,24.0,none,165.2,376.16,low
car_petrol,399.2,4,151.6,renewable,gas,meat_heavy,imported,high,27.3,most,147.3,663.79,high
motorbike,313.9,0,505.6,renewable,gas,vegan,imported,medium,31.6,none,42.9,213.04,low
cycle,266.5,1,312.5,coal,electric,omnivore,local,medium,22.5,some,128.2,426.13,moderate
train,374.6,0,223.1,mixed,gas,meat_heavy,mixed,medium,22.1,most,46.2,442.33,moderate
bus,671.0,1,378.7,mixed,electric,omnivore,local,medium,17.9,none,262.5,528.1,high
train,344.8,1,240.2,coal,gas,vegetarian,imported,low,29.7,none,167.4,464.04,moderate
cycle,852.1,4,340.1,mixed,oil,vegan,local,low,31.5,some,142.3,373.5,low
car_petrol,723.9,0,304.0,renewable,none,vegetarian,mixed,high,27.8,none,130.6,376.85,low
car_petrol,762.1,2,238.9,coal,gas,omnivore,mixed,low,21.4,none,241.2,662.67,high
train,717.9,2,128.9,mixed,gas,meat_heavy,mixed,high,37.5,some,209.8,597.31,high
bus,369.4,6,285.6,renewable,gas,meat_heavy,local,medium,48.6,none,59.4,465.07,moderate
car_petrol,317.6,4,322.2,mixed,gas,omnivore,imported,medium,17.9,some,129.8,591.13,high
train,951.6,0,251.2,mixed,electric,omnivore,imported,high,8.2,some,23.0,422.59,moderate
car_petrol,547.5,2,349.0,coal,gas,omnivore,mixed,low,46.0,none,175.0,696.66,high
car_petrol,193.8,0,243.0,mixed,none,omnivore,local,medium,14.4,some,119.4,281.08,low
bus,287.9,3,201.1,mixed,gas,omnivore,local,low,30.9,some,139.2,432.62,moderate
bus,453.3,1,250.0,mixed,gas,vegetarian,local,medium,2.0,some,39.7,306.86,low
motorbike,731.1,0,315.1,renewable,oil,omnivore,local,medium,39.6,none,108.7,358.84,low
car_diesel,170.5,2,287.3,mixed,oil,meat_heavy,mixed,high,19.2,none,186.5,662.69,high
train,656.2,1,375.6,coal,electric,omnivore,mixed,low,40.0,some,89.5,452.62,moderate
motorbike,381.7,6,257.2,renewable,none,meat_heavy,mixed,low,26.0,some,122.6,436.03,moderate
cycle,204.4,0,335.2,mixed,electric,omnivore,local,high,31.3,some,127.6,353.49,low
train,350.8,0,236.7,mixed,gas,omnivore,mixed,high,30.3,most,57.3,420.09,moderate
car_diesel,441.7,0,228.7,mixed,electric,omnivore,mixed,medium,40.7,some,293.7,495.26,moderate
car_electric,157.8,1,205.2,coal,electric,omnivore,mixed,medium,21.2,none,121.8,457.73,moderate
train,494.8,1,384.4,renewable,gas,omnivore,mixed,medium,12.6,some,176.2,312.63,low
motorbike,378.3,2,187.6,coal,none,omnivore,local,medium,9.8,none,183.1,393.09,low
bus,539.7,0,383.9,coal,oil,omnivore,local,medium,55.9,some,207.6,705.54,high
car_petrol,392.6,2,173.7,coal,electric,vegan,local,high,35.8,some,98.3,406.48,moderate
cycle,474.8,2,165.8,coal,gas,omnivore,mixed,low,28.8,some,153.8,485.69,moderate
car_petrol,237.2,2,159.3,coal,oil,vegetarian,local,low,29.6,none,114.0,437.79,moderate
bus,488.9,2,209.1,renewable,electric,omnivore,imported,medium,28.4,some,92.7,347.86,low
bus,525.3,0,119.7,renewable,electric,vegetarian,local,low,20.7,most,129.1,187.31,low
car_diesel,420.0,2,76.7,renewable,electric,vegetarian,local,medium,38.0,some,111.4,276.45,low
car_diesel,272.6,0,260.0,mixed,electric,omnivore,mixed,medium,56.8,some,164.8,463.14,moderate
train,456.8,4,323.9,coal,gas,omnivore,mixed,high,32.6,most,130.5,648.82,high
motorbike,461.8,0,181.5,coal,none,omnivore,mixed,low,16.0,most,203.0,364.08,low
cycle,589.2,0,150.1,mixed,gas,vegan,local,low,46.7,some,148.0,272.3,low
car_petrol,846.0,2,305.0,coal,gas,meat_heavy,local,medium,51.9,some,166.4,859.37,high
motorbike,471.0,0,72.9,mixed,electric,omnivore,mixed,low,36.0,none,104.6,345.82,low
cycle,315.7,3,120.7,mixed,none,vegan,mixed,high,15.2,some,167.4,245.58,low
bus,1246.4,1,378.1,coal,electric,meat_heavy,mixed,high,38.2,most,146.6,714.99,high
bus,460.4,0,321.9,coal,electric,omnivore,mixed,medium,29.6,most,123.0,434.24,moderate
car_diesel,455.0,4,346.6,mixed,gas,meat_heavy,mixed,high,47.1,most,178.5,736.24,high
car_diesel,428.7,0,377.2,renewable,gas,meat_heavy,local,high,44.4,most,123.0,406.89,moderate
train,452.8,2,307.9,coal,none,omnivore,mixed,medium,18.8,some,103.5,379.67,low
cycle,637.7,0,404.6,renewable,none,vegetarian,mixed,medium,14.8,none,264.7,240.95,low
car_diesel,1083.1,1,276.9,mixed,none,vegan,local,low,19.6,most,298.9,462.33,moderate
motorbike,584.2,2,262.6,coal,electric,omnivore,mixed,medium,12.9,some,79.2,502.82,moderate
bus,282.9,6,351.4,renewable,gas,vegetarian,mixed,high,43.4,none,111.0,394.82,low
car_petrol,654.9,6,455.8,mixed,gas,omnivore,mixed,high,28.1,most,68.0,691.71,high
car_diesel,172.4,3,270.9,renewable,gas,omnivore,local,high,38.4,most,169.3,346.46,low
car_petrol,499.3,2,256.2,coal,gas,omnivore,mixed,medium,23.2,some,91.0,663.94,high
car_diesel,267.6,2,328.2,mixed,electric,omnivore,local,low,38.1,most,183.7,450.05,moderate
car_petrol,826.1,3,193.6,mixed,electric,omnivore,imported,low,17.0,some,149.2,566.79,high
car_electric,654.2,2,301.2,renewable,electric,meat_heavy,local,low,28.3,most,62.3,292.83,low
bus,71.1,0,201.9,mixed,gas,vegan,mixed,medium,27.1,none,186.3,329.36,low
car_electric,341.5,0,357.7,coal,electric,meat_heavy,local,medium,35.1,some,145.8,498.26,moderate
car_petrol,457.7,0,233.6,mixed,gas,vegetarian,mixed,medium,12.9,none,205.2,401.43,moderate
bus,353.8,0,372.6,renewable,oil,vegetarian,mixed,low,13.1,some,78.1,200.87,low
bus,1149.3,0,187.1,renewable,gas,omnivore,mixed,medium,9.1,none,122.4,368.01,low
car_petrol,741.0,0,342.7,renewable,gas,omnivore,local,medium,23.8,some,229.9,457.28,moderate
bus,408.1,4,235.5,mixed,gas,meat_heavy,mixed,medium,23.3,none,64.8,522.88,high
car_diesel,299.1,1,467.3,mixed,none,meat_heavy,imported,medium,35.9,some,221.3,612.04,high
train,329.2,1,385.0,renewable,gas,omnivore,mixed,high,23.5,most,226.0,382.86,low
car_electric,349.5,0,322.7,coal,gas,omnivore,local,high,2.0,some,230.7,504.6,moderate
cycle,409.2,0,443.6,coal,oil,omnivore,mixed,medium,32.3,none,166.0,557.93,high
train,379.0,2,368.6,mixed,gas,meat_heavy,imported,medium,40.5,some,89.5,580.93,high
cycle,203.7,0,138.3,mixed,gas,meat_heavy,mixed,medium,33.6,some,120.3,472.5,moderate
bus,733.0,0,367.8,coal,gas,vegan,mixed,medium,23.2,none,99.0,470.01,moderate
car_electric,389.6,3,368.1,coal,gas,omnivore,mixed,medium,33.4,most,23.4,524.77,high
bus,225.4,0,304.9,coal,gas,meat_heavy,mixed,high,31.5,some,71.5,600.16,high
car_petrol,295.8,4,314.3,mixed,oil,omnivore,local,high,37.0,most,270.6,671.8,high
train,847.6,0,288.4,mixed,electric,meat_heavy,local,medium,45.2,none,101.0,388.91,low
car_petrol,332.6,3,380.9,mixed,gas,omnivore,mixed,medium,26.2,some,92.7,485.43,moderate
motorbike,494.8,1,230.3,mixed,gas,vegetarian,mixed,high,28.1,most,135.6,389.03,low
train,373.3,6,171.5,mixed,electric,omnivore,mixed,low,33.4,some,263.5,523.47,high
car_petrol,458.8,1,233.9,coal,gas,omnivore,mixed,medium,15.2,most,196.4,594.04,high
cycle,766.5,0,304.5,mixed,electric,vegetarian,mixed,low,18.5,none,17.2,247.86,low
bus,382.3,1,149.6,coal,gas,meat_heavy,mixed,high,24.2,some,45.7,538.38,high
car_petrol,490.8,0,248.1,mixed,gas,omnivore,local,medium,42.4,some,147.7,452.67,moderate
car_petrol,767.4,0,106.0,mixed,none,meat_heavy,imported,medium,31.4,some,184.5,594.59,high
car_diesel,781.6,3,190.5,renewable,gas,omnivore,local,high,25.4,most,195.6,490.11,moderate
train,977.9,2,160.8,coal,gas,vegan,local,high,24.3,none,54.0,388.1,low
car_diesel,750.3,0,365.1,mixed,gas,vegetarian,imported,medium,19.6,some,126.8,533.36,high
cycle,509.1,2,152.1,renewable,gas,omnivore,imported,medium,20.3,none,156.7,363.56,low
bus,147.4,2,115.6,mixed,gas,omnivore,mixed,medium,30.2,none,99.3,385.81,low
train,992.4,3,209.3,mixed,none,meat_heavy,mixed,high,24.8,none,124.9,513.78,high
motorbike,158.5,1,377.2,mixed,none,vegetarian,mixed,low,3.7,none,96.2,247.19,low
car_petrol,524.7,0,369.1,mixed,none,vegetarian,mixed,low,21.2,some,232.2,427.95,moderate
bus,627.3,1,137.1,mixed,gas,omnivore,imported,low,38.1,some,103.6,476.81,moderate
car_petrol,348.0,3,172.4,coal,electric,meat_heavy,imported,high,13.1,some,120.0,730.16,high
cycle,221.9,2,252.9,mixed,gas,vegan,local,low,28.0,some,103.0,285.15,low
motorbike,255.3,2,221.0,mixed,gas,omnivore,mixed,low,14.2,none,24.8,387.46,low
train,517.9,0,397.2,mixed,gas,omnivore,mixed,low,25.1,some,228.0,463.54,moderate
train,393.5,0,336.4,renewable,gas,vegetarian,mixed,high,40.6,most,97.9,243.23,low
train,446.8,1,140.4,renewable,none,vegetarian,local,low,23.5,none,59.2,152.04,low
car_petrol,546.8,3,237.5,mixed,gas,meat_heavy,mixed,medium,41.8,most,90.6,643.67,high
car_petrol,373.3,2,256.4,renewable,electric,meat_heavy,mixed,medium,12.4,most,92.4,402.65,moderate
car_diesel,500.3,1,328.8,coal,electric,vegetarian,local,low,17.7,some,37.0,436.45,moderate
car_diesel,229.4,1,105.5,mixed,gas,omnivore,mixed,low,31.1,most,82.8,329.04,low
bus,587.7,2,129.5,renewable,gas,omnivore,imported,medium,32.0,some,133.7,398.67,low
car_petrol,516.0,3,217.2,mixed,electric,vegan,mixed,medium,21.0,some,110.1,408.46,moderate
car_diesel,438.4,1,356.3,coal,gas,omnivore,mixed,medium,43.4,most,83.3,585.43,high
car_petrol,241.0,2,323.7,mixed,gas,meat_heavy,local,low,7.8,some,81.1,482.17,moderate
train,355.5,2,224.2,mixed,electric,meat_heavy,mixed,low,33.1,most,148.0,441.1,moderate
car_diesel,379.1,6,127.9,coal,gas,meat_heavy,mixed,low,23.1,none,448.5,858.44,high
bus,118.9,4,219.5,coal,gas,omnivore,local,low,33.9,some,62.9,468.98,moderate
bus,595.6,2,384.5,coal,electric,omnivore,mixed,low,34.2,none,366.6,664.59,high
cycle,299.4,2,291.2,mixed,none,meat_heavy,local,medium,24.6,some,280.1,459.14,moderate
car_petrol,538.9,3,77.8,coal,oil,omnivore,mixed,medium,22.3,some,209.5,668.73,high
bus,252.9,4,344.7,mixed,electric,meat_heavy,imported,medium,35.5,most,39.8,565.24,high
train,259.2,0,204.9,mixed,none,omnivore,local,medium,26.9,none,145.8,262.36,low
train,359.4,1,327.9,coal,gas,omnivore,local,high,19.9,some,97.1,496.19,moderate
cycle,580.8,1,101.9,renewable,gas,omnivore,local,high,22.1,none,213.3,303.24,low
bus,846.6,2,420.3,mixed,gas,vegetarian,local,low,36.8,most,50.3,379.38,low
bus,646.0,0,77.3,coal,oil,omnivore,mixed,medium,23.0,most,128.8,446.44,moderate
car_diesel,447.2,4,189.5,coal,electric,vegetarian,mixed,high,27.2,most,128.5,542.48,high
car_diesel,1081.5,6,241.5,mixed,gas,omnivore,mixed,medium,24.8,some,143.8,704.61,high
car_diesel,321.2,0,76.4,mixed,oil,vegetarian,imported,low,35.0,some,71.9,335.73,low
car_electric,265.4,6,226.5,mixed,electric,meat_heavy,mixed,medium,39.6,some,36.2,592.82,high
motorbike,866.0,2,42.1,mixed,electric,omnivore,mixed,low,19.3,most,103.8,428.04,moderate
car_petrol,368.4,0,356.6,mixed,gas,vegan,local,medium,32.4,some,101.0,354.3,low
cycle,779.5,2,287.2,mixed,none,meat_heavy,mixed,medium,16.5,most,162.2,384.42,low
cycle,376.6,2,183.6,mixed,gas,omnivore,mixed,low,30.2,none,48.6,358.13,low
car_petrol,712.0,1,227.1,renewable,electric,meat_heavy,mixed,high,45.4,none,118.1,575.01,high
bus,354.4,6,157.1,mixed,electric,omnivore,local,medium,5.2,none,61.7,440.53,moderate
train,406.5,1,303.2,mixed,oil,meat_heavy,mixed,low,40.3,most,45.2,483.37,moderate
car_petrol,215.3,2,348.7,coal,gas,omnivore,imported,high,44.6,most,88.5,671.58,high
train,438.8,1,382.9,renewable,gas,omnivore,mixed,medium,25.9,some,185.6,337.6,low
train,473.4,0,265.4,mixed,oil,vegetarian,local,medium,23.8,most,318.1,388.28,low
car_electric,584.4,1,305.9,mixed,gas,vegetarian,mixed,low,25.5,none,169.6,381.6,low
car_petrol,559.9,4,344.2,renewable,none,meat_heavy,imported,low,17.0,some,116.8,502.71,moderate
cycle,580.9,6,233.9,mixed,oil,meat_heavy,mixed,low,37.0,some,41.0,609.86,high
car_petrol,774.3,2,358.2,coal,oil,meat_heavy,mixed,low,30.8,none,148.4,775.14,high
cycle,472.2,1,285.0,mixed,electric,omnivore,imported,high,24.9,none,85.6,484.52,moderate
bus,259.7,0,279.7,coal,electric,vegetarian,imported,low,35.2,none,145.0,408.85,moderate
car_electric,707.7,1,244.3,coal,gas,meat_heavy,imported,high,25.4,none,127.8,738.11,high
car_diesel,267.3,2,186.8,renewable,electric,meat_heavy,imported,low,5.1,most,36.5,378.68,low
bus,150.4,1,183.1,mixed,electric,vegan,mixed,medium,34.8,most,72.0,260.08,low
cycle,262.7,0,320.5,mixed,electric,vegetarian,mixed,high,22.0,some,385.4,388.27,low
bus,490.7,1,256.0,mixed,electric,meat_heavy,mixed,medium,43.2,some,119.6,482.91,moderate
car_electric,380.8,0,319.1,mixed,electric,vegetarian,mixed,medium,16.5,some,216.7,344.89,low
car_diesel,699.7,0,71.0,mixed,none,omnivore,local,medium,38.8,some,129.2,366.35,low
bus,1277.4,2,217.2,mixed,gas,omnivore,mixed,medium,20.5,most,55.3,491.32,moderate
car_electric,557.5,10,199.5,mixed,oil,vegan,local,medium,29.6,some,82.0,483.08,moderate
car_petrol,494.4,0,327.5,coal,oil,meat_heavy,local,low,28.2,none,238.3,719.51,high
car_petrol,875.4,0,217.5,coal,none,meat_heavy,mixed,low,23.6,some,105.4,584.65,high
car_petrol,264.6,3,126.3,mixed,oil,omnivore,local,low,39.4,none,165.3,514.29,high
bus,353.4,2,355.9,renewable,gas,omnivore,mixed,medium,40.6,most,260.3,405.18,moderate
bus,448.9,0,324.0,coal,electric,vegan,mixed,medium,51.7,most,78.7,395.06,low
train,330.6,0,188.8,mixed,gas,omnivore,imported,high,30.1,some,134.2,514.26,high
bus,509.7,3,311.1,coal,gas,omnivore,mixed,low,33.5,some,82.4,551.38,high
cycle,452.3,0,215.5,mixed,electric,vegetarian,mixed,high,22.9,most,76.5,257.04,low
bus,344.8,0,301.0,coal,gas,vegetarian,mixed,medium,45.9,some,57.9,446.79,moderate
car_diesel,392.8,3,274.3,coal,electric,omnivore,mixed,medium,36.3,most,96.8,550.44,high
car_petrol,350.3,2,285.3,coal,oil,vegetarian,mixed,medium,36.8,some,93.6,576.35,high
cycle,459.2,4,75.2,mixed,none,omnivore,local,medium,52.6,none,99.2,370.08,low
car_diesel,326.4,0,345.1,coal,gas,omnivore,local,medium,31.1,some,75.8,487.19,moderate
car_diesel,484.1,2,117.7,mixed,gas,omnivore,mixed,high,22.3,some,129.8,499.77,moderate
car_electric,208.1,1,171.7,mixed,gas,omnivore,mixed,medium,42.2,some,250.0,468.47,moderate
motorbike,230.3,2,311.2,coal,gas,omnivore,imported,high,28.6,most,30.0,592.15,high
car_petrol,515.5,3,290.7,mixed,gas,omnivore,mixed,medium,31.5,none,75.3,553.97,high
car_petrol,514.6,1,322.8,mixed,oil,omnivore,imported,high,26.5,none,177.1,632.94,high
car_diesel,372.4,0,490.5,mixed,none,omnivore,mixed,medium,19.1,none,68.5,375.23,low
bus,357.5,2,431.4,coal,electric,omnivore,mixed,medium,29.2,none,148.8,566.89,high
car_petrol,484.3,1,268.3,renewable,none,meat_heavy,mixed,medium,42.1,some,188.6,465.64,moderate
train,67.5,1,349.0,mixed,gas,vegan,mixed,medium,27.6,most,126.3,315.65,low
car_petrol,283.2,1,222.7,mixed,none,meat_heavy,mixed,medium,34.0,none,107.4,423.22,moderate
car_electric,472.5,0,223.3,mixed,none,meat_heavy,mixed,medium,42.5,most,107.4,349.32,low
motorbike,778.7,0,462.2,coal,gas,meat_heavy,mixed,low,27.9,none,92.3,672.63,high
car_diesel,596.9,1,236.6,coal,gas,vegetarian,local,high,30.8,none,61.0,543.77,high
car_petrol,357.2,0,194.8,renewable,gas,meat_heavy,mixed,medium,23.2,some,146.5,400.92,moderate
car_diesel,522.3,0,143.1,coal,gas,omnivore,imported,low,24.2,some,108.1,519.21,high
train,830.3,0,336.8,coal,electric,vegetarian,imported,medium,30.5,most,217.1,505.07,moderate
cycle,546.7,6,262.0,renewable,none,vegan,imported,high,30.3,some,169.8,302.56,low
cycle,431.4,2,250.1,renewable,gas,vegan,local,medium,9.3,none,155.6,188.49,low
motorbike,508.2,1,375.1,renewable,electric,vegetarian,mixed,low,30.3,most,34.5,237.79,low
car_petrol,683.1,2,138.9,coal,gas,meat_heavy,imported,medium,43.5,some,131.8,785.62,high
car_diesel,236.0,0,274.2,coal,gas,omnivore,imported,medium,32.8,some,210.3,634.42,high
car_electric,884.8,1,236.0,mixed,gas,vegan,mixed,medium,31.6,none,428.6,508.51,moderate
motorbike,466.8,0,323.2,mixed,electric,meat_heavy,mixed,medium,29.1,some,268.8,552.03,high
car_diesel,214.7,2,273.3,mixed,oil,meat_heavy,local,medium,21.4,most,91.9,484.45,moderate
train,605.5,2,360.0,mixed,none,omnivore,mixed,medium,25.1,most,167.0,389.65,low
train,297.5,0,251.9,mixed,gas,vegetarian,mixed,low,42.8,some,202.7,390.84,low
car_petrol,801.3,3,354.3,renewable,gas,omnivore,local,medium,15.1,none,95.3,482.8,moderate
train,178.7,2,262.3,mixed,electric,vegetarian,local,low,42.2,most,96.6,322.07,low
cycle,489.6,1,28.7,renewable,gas,omnivore,mixed,high,27.3,most,80.4,284.42,low
car_electric,272.0,0,168.0,renewable,electric,omnivore,mixed,medium,31.6,most,162.0,282.44,low
cycle,214.0,2,112.7,mixed,electric,omnivore,local,medium,35.5,some,25.7,281.94,low
train,644.7,2,276.2,mixed,gas,omnivore,local,low,23.0,some,95.4,416.55,moderate
motorbike,216.0,1,417.2,coal,gas,omnivore,mixed,low,24.2,none,121.9,597.73,high
train,232.7,4,198.9,mixed,electric,omnivore,local,high,18.8,none,44.0,386.25,low
car_petrol,574.9,2,273.4,mixed,gas,omnivore,mixed,high,44.2,some,98.5,577.0,high
car_petrol,229.7,2,195.6,coal,electric,omnivore,mixed,medium,30.1,most,75.6,453.69,moderate
cycle,565.9,0,43.8,coal,oil,vegetarian,mixed,medium,19.9,most,210.9,370.92,low
motorbike,409.1,1,240.5,mixed,gas,meat_heavy,mixed,low,20.4,none,34.8,464.11,moderate
car_diesel,360.6,0,203.5,coal,gas,meat_heavy,mixed,high,37.0,none,247.7,697.95,high
car_diesel,219.7,0,252.8,renewable,gas,meat_heavy,mixed,low,16.1,most,229.4,361.61,low
bus,220.5,6,150.4,mixed,gas,omnivore,mixed,high,23.8,some,152.9,565.77,high
motorbike,260.1,2,162.1,mixed,electric,meat_heavy,imported,low,31.7,most,125.6,473.0,moderate
car_electric,677.0,0,195.4,coal,gas,omnivore,local,low,24.1,none,149.2,468.13,moderate
car_electric,126.4,4,339.8,renewable,gas,meat_heavy,local,high,29.8,none,62.4,419.03,moderate
train,1181.1,0,237.9,coal,oil,omnivore,mixed,medium,30.8,some,387.9,581.32,high
car_petrol,459.0,2,273.3,mixed,oil,vegan,mixed,medium,20.9,most,275.4,500.12,moderate
bus,511.0,4,194.3,mixed,oil,vegetarian,local,high,22.5,some,77.3,405.94,moderate
car_diesel,333.4,1,296.5,renewable,gas,vegetarian,local,low,31.8,some,223.6,315.34,low
car_petrol,528.8,3,340.7,coal,gas,meat_heavy,local,low,36.9,none,113.6,673.68,high
train,534.5,1,179.8,mixed,gas,meat_heavy,mixed,medium,32.6,some,338.8,562.46,high
cycle,485.4,2,272.7,coal,gas,vegetarian,imported,medium,23.8,some,116.0,489.88,moderate
car_petrol,434.1,1,135.4,mixed,gas,omnivore,imported,high,28.5,most,93.0,533.18,high
car_petrol,1025.3,0,249.6,mixed,gas,meat_heavy,mixed,low,36.6,some,143.6,645.04,high
car_petrol,352.8,2,358.3,mixed,oil,vegetarian,mixed,medium,9.0,some,99.6,438.07,moderate
cycle,512.9,1,244.9,mixed,none,omnivore,mixed,low,39.5,some,125.1,299.78,low
car_petrol,665.3,2,208.4,renewable,electric,omnivore,mixed,low,26.9,some,343.6,589.49,high
train,615.2,1,97.1,coal,electric,omnivore,local,low,14.6,some,111.3,356.43,low
motorbike,472.2,3,106.7,renewable,electric,omnivore,mixed,medium,18.8,most,374.4,496.06,moderate
car_electric,321.1,0,335.9,mixed,oil,meat_heavy,imported,low,19.4,some,197.5,552.13,high
car_electric,251.3,2,199.9,mixed,none,vegetarian,local,medium,31.1,some,133.9,259.52,low
motorbike,640.7,3,180.0,mixed,none,vegan,mixed,medium,16.6,most,66.7,287.54,low
bus,616.5,2,247.3,mixed,electric,omnivore,local,low,23.5,some,91.9,354.91,low
bus,403.5,0,356.2,coal,electric,omnivore,local,medium,31.7,most,123.6,439.23,moderate
train,618.9,1,206.1,mixed,electric,meat_heavy,mixed,low,14.1,some,196.5,441.13,moderate
cycle,493.2,2,263.8,coal,gas,omnivore,mixed,low,16.0,some,261.9,529.55,high
bus,120.1,0,127.2,renewable,gas,omnivore,imported,medium,12.9,none,77.3,274.89,low
train,1012.9,0,127.1,coal,oil,meat_heavy,mixed,medium,47.5,some,130.6,585.33,high
car_petrol,194.6,0,303.0,coal,gas,omnivore,local,high,24.1,none,125.4,487.96,moderate
train,352.8,0,277.2,coal,gas,omnivore,imported,low,22.7,most,102.5,503.64,moderate
cycle,273.5,10,211.8,coal,electric,vegetarian,local,low,27.7,none,108.5,525.42,high
car_electric,364.0,2,480.9,coal,electric,vegan,local,medium,31.9,most,388.8,597.82,high
